player_name,years_played,lat,lon,country,goals_scored
UJFALUSI,2006,49.922,15.437,Czech Republic,0
ROZEHNAL,2006,49.922,15.437,Czech Republic,0
HOWARD,2006 2010 2014,41.401,-97.781,USA,0
BLAZEK,2006,49.922,15.437,Czech Republic,0
HAHNEMANN,2006 2010,41.401,-97.781,USA,0
KINSKY,2006,49.922,15.437,Czech Republic,0
ALBRIGHT,2006,41.401,-97.781,USA,0
MARES,2006,49.922,15.437,Czech Republic,0
BOCANEGRA,2006 2010,41.401,-97.781,USA,0
KOVAC,2006,49.922,15.437,Czech Republic,0
O'BRIEN,2006,41.401,-97.781,USA,0
SIONKO,2006,49.922,15.437,Czech Republic,0
DEMPSEY,2006 2010 2014,41.401,-97.781,USA,4
LOKVENC,2006,49.922,15.437,Czech Republic,0
JOHNSON ,2006,41.401,-97.781,USA,0
JIRANEK,2006,49.922,15.437,Czech Republic,0
CHING,2006,41.401,-97.781,USA,0
JAROLIM,2006,49.922,15.437,Czech Republic,0
BAROS,2006,49.922,15.437,Czech Republic,0
CONRAD,2006,41.401,-97.781,USA,0
STAJNER,2006,49.922,15.437,Czech Republic,0
OLSEN,2006,41.401,-97.781,USA,0
HEINZ,2006,49.922,15.437,Czech Republic,0
POLAK,2006,49.922,15.437,Czech Republic,0
KINGSON ,2006,7.333,-1.105,Ghana,0
ZACCARDO ,2006,44.97,10.588,Italy,0
GROSSO,2006,44.97,10.588,Italy,1
KUFFOUR,2006,7.333,-1.105,Ghana,0
DE ROSSI ,2006,44.97,10.588,Italy,0
MENSAH,2006 2010,7.333,-1.105,Ghana,0
PAPPOE,2006,7.333,-1.105,Ghana,0
TONI,2006,44.97,10.588,Italy,2
ESSIEN,2006 2014,7.333,-1.105,Ghana,0
TOTTI ,2006,44.97,10.588,Italy,1
S. APPIAH,2006 2010,7.333,-1.105,Ghana,9
GILARDINO ,2006,44.97,10.588,Italy,1
MUNTARI,2006 2010 2014,7.333,-1.105,Ghana,2
NESTA ,2006,44.97,10.588,Italy,0
AMOAH,2006 2010,7.333,-1.105,Ghana,0
PERROTTA ,2006,44.97,10.588,Italy,0
PAINTSIL,2006,7.333,-1.105,Ghana,0
PIRLO ,2006,44.97,10.588,Italy,1
E. ADDO,2006,7.333,-1.105,Ghana,0
PERUZZI,2006,44.97,10.588,Italy,0
ADJEI,2006,7.333,-1.105,Ghana,0
AMELIA,2006,44.97,10.588,Italy,0
OWU,2006,7.333,-1.105,Ghana,0
BARZAGLI ,2006,44.97,10.588,Italy,0
SARPEI,2006 2010,7.333,-1.105,Ghana,0
ALHASSAN,2006,7.333,-1.105,Ghana,0
GATTUSO ,2006,44.97,10.588,Italy,0
BOATENG D.,2006,7.333,-1.105,Ghana,0
IAQUINTA ,2006,44.97,10.588,Italy,1
TACHIE MENSAH,2006,7.333,-1.105,Ghana,0
CAMORANESI ,2006,44.97,10.588,Italy,0
HABIB,2006,7.333,-1.105,Ghana,0
BARONE ,2006,44.97,10.588,Italy,0
QUAYE,2006,7.333,-1.105,Ghana,0
INZAGHI ,2006,44.97,10.588,Italy,1
PIMPONG,2006,7.333,-1.105,Ghana,0
ZAMBROTTA ,2006,44.97,10.588,Italy,1
O ADDO,2006,7.333,-1.105,Ghana,0
ODDO ,2006,44.97,10.588,Italy,0
ISSAH,2006,7.333,-1.105,Ghana,0
MATERAZZI ,2006,44.97,10.588,Italy,2
DRAMAN,2006,7.333,-1.105,Ghana,1
WOONJAE,2006 2010,36.342,128.038,Korea Republic,0
AGASSA,2006,8.042,1.083,Togo,0
YOUNGCHUL,2006,36.342,128.038,Korea Republic,0
NIBOMBE,2006,8.042,1.083,Togo,0
JINCHEUL,2006,36.342,128.038,Korea Republic,0
ABALO,2006,8.042,1.083,Togo,0
JINKYU,2006,36.342,128.038,Korea Republic,0
ADEBAYOR,2006,8.042,1.083,Togo,0
JISUNG,2006 2010,36.342,128.038,Korea Republic,2
TCHANGAI,2006,8.042,1.083,Togo,0
YOUNGPYO,2006 2010,36.342,128.038,Korea Republic,0
SALIFOU M.,2006,8.042,1.083,Togo,0
EULYONG,2006,36.342,128.038,Korea Republic,0
T. CHERIF,2006,8.042,1.083,Togo,0
CHUNSOO,2006,36.342,128.038,Korea Republic,1
ROMAO,2006,8.042,1.083,Togo,0
HO,2006,36.342,128.038,Korea Republic,0
C. KADER-TOURE,2006,8.042,1.083,Togo,1
JAEJIN,2006,36.342,128.038,Korea Republic,0
J. SENAYA,2006,8.042,1.083,Togo,0
CHONGGUG,2006,36.342,128.038,Korea Republic,0
ASSEMOASSA,2006,8.042,1.083,Togo,0
YONGDAE,2006,36.342,128.038,Korea Republic,0
TCHAGNIROU,2006,8.042,1.083,Togo,0
YOUNGKWANG,2006 2010,36.342,128.038,Korea Republic,0
OBILALE K.,2006,8.042,1.083,Togo,0
NAMIL,2006 2010,36.342,128.038,Korea Republic,0
AZIAWONOU,2006,8.042,1.083,Togo,0
DOHEON,2006,36.342,128.038,Korea Republic,0
AGBOH,2006,8.042,1.083,Togo,0
JUNGHWAN,2006 2010,36.342,128.038,Korea Republic,1
DOSSEVI,2006,8.042,1.083,Togo,0
CHUYOUNG,2006 2010,36.342,128.038,Korea Republic,1
MALM,2006,8.042,1.083,Togo,0
KIHYEON,2006,36.342,128.038,Korea Republic,0
AKOTO,2006,8.042,1.083,Togo,0
JIHOON,2006,36.342,128.038,Korea Republic,0
FORSON R.,2006,8.042,1.083,Togo,0
KYUNGHO,2006,36.342,128.038,Korea Republic,0
OLUFADE,2006,8.042,1.083,Togo,0
SANGSIK,2006,36.342,128.038,Korea Republic,0
ERASSA,2006,8.042,1.083,Togo,0
WONHEE,2006,36.342,128.038,Korea Republic,0
ATSOU,2006,8.042,1.083,Togo,0
DONGJIN,2006 2010,36.342,128.038,Korea Republic,0
A. TOURE,2006,8.042,1.083,Togo,0
ZUBERB�HLER,2006,46.945,8.603,Switzerland,0
ABIDAL,2006 2010,47.752,2.358,France,0
MAGNIN,2006 2010,46.945,8.603,Switzerland,0
SENDEROS,2006 2010 2014,46.945,8.603,Switzerland,1
GALLAS,2006 2010,47.752,2.358,France,0
VOGEL,2006,46.945,8.603,Switzerland,0
CABANAS,2006,46.945,8.603,Switzerland,0
WICKY,2006,46.945,8.603,Switzerland,0
FREI,2006 2010,46.945,8.603,Switzerland,2
STRELLER,2006,46.945,8.603,Switzerland,0
BARNETTA,2006 2010 2014,46.945,8.603,Switzerland,1
MUELLER,2006,46.945,8.603,Switzerland,0
RIBERY,2006 2010,47.752,2.358,France,1
PHILIPP DEGEN,2006,46.945,8.603,Switzerland,0
LANDREAU,2006 2014,47.752,2.358,France,0
DJOUROU,2006 2014,46.945,8.603,Switzerland,0
BOUMSONG,2006,47.752,2.358,France,0
MARGAIRAZ,2006,46.945,8.603,Switzerland,0
MALOUDA,2006 2010,47.752,2.358,France,1
GYGAX,2006,46.945,8.603,Switzerland,0
DHORASOO,2006,47.752,2.358,France,0
BENAGLIO,2006 2010 2014,46.945,8.603,Switzerland,0
GOVOU,2006 2010,47.752,2.358,France,0
GRICHTING,2006 2010,46.945,8.603,Switzerland,0
DAVID DEGEN,2006,46.945,8.603,Switzerland,0
SAHA,2006,47.752,2.358,France,0
DZEMAILI,2006 2014,46.945,8.603,Switzerland,1
GIVET,2006,47.752,2.358,France,0
SPYCHER,2006,46.945,8.603,Switzerland,0
DIARRA,2006,47.752,2.358,France,0
LUSTRINELLI,2006,46.945,8.603,Switzerland,0
BEHRAMI,2006 2010 2014,46.945,8.603,Switzerland,0
CHIMBONDA,2006,47.752,2.358,France,0
COLTORTI,2006,46.945,8.603,Switzerland,0
YAKIN,2006 2010,46.945,8.603,Switzerland,0
SRNA,2006 2014,45.694,16.525,Croatia,1
L�CIO,2006 2010,-11.135,-46.052,Brazil,0
SIMUNIC ,2006,45.694,16.525,Croatia,0
JUAN,2006 2010,-11.135,-46.052,Brazil,1
R. KOVAC,2006,45.694,16.525,Croatia,0
TUDOR,2006,45.694,16.525,Croatia,0
R.CARLOS,2006,-11.135,-46.052,Brazil,0
ADRIANO,2006,-11.135,-46.052,Brazil,2
BABIC,2006,45.694,16.525,Croatia,0
KAK�,2006 2010,-11.135,-46.052,Brazil,1
PRSO,2006,45.694,16.525,Croatia,0
N. KOVAC,2006,45.694,16.525,Croatia,1
KLASNIC,2006,45.694,16.525,Croatia,0
KRANJCAR,2006,45.694,16.525,Croatia,0
R. CENI,2006,-11.135,-46.052,Brazil,0
CICINHO,2006,-11.135,-46.052,Brazil,0
TOKIC,2006,45.694,16.525,Croatia,0
LUIS�O,2006 2010,-11.135,-46.052,Brazil,0
DIDULICA ,2006,45.694,16.525,Croatia,0
CRIS,2006,-11.135,-46.052,Brazil,0
MODRIC,2006,45.694,16.525,Croatia,0
G.SILVA,2006,-11.135,-46.052,Brazil,0
I. LEKO,2006,45.694,16.525,Croatia,0
MINEIRO,2006,-11.135,-46.052,Brazil,0
J. LEKO,2006,45.694,16.525,Croatia,0
FRED,2006 2014,-11.135,-46.052,Brazil,2
BOSNJAK,2006,45.694,16.525,Croatia,0
ROBINHO,2006 2010,-11.135,-46.052,Brazil,2
SHOVKOVSKYI,2006,49.519,30.319,Ukraine,0
M. PERNIA,2006,40.521,-2.813,Spain,0
NESMACHNYI,2006,49.519,30.319,Ukraine,0
TYMOSCHUK,2006,49.519,30.319,Ukraine,0
YEZERSKYY,2006,49.519,30.319,Ukraine,0
F. TORRES,2006,40.521,-2.813,Spain,3
RUSOL,2006,49.519,30.319,Ukraine,1
LUIS GARCIA,2006,40.521,-2.813,Spain,0
SHEVCHENKO,2006,49.519,30.319,Ukraine,10
ALONSO,2006 2010 2014,40.521,-2.813,Spain,10
GUSIEV,2006,49.519,30.319,Ukraine,0
SERGIO RAMOS,2006,40.521,-2.813,Spain,0
VORONIN,2006,49.519,30.319,Ukraine,0
SENNA,2006,40.521,-2.813,Spain,0
GUSIN,2006,49.519,30.319,Ukraine,0
DAVID VILLA,2006 2010 2014,40.521,-2.813,Spain,17
VASHCHUK,2006,49.519,30.319,Ukraine,0
PABLO,2006,40.521,-2.813,Spain,0
ROTAN,2006,49.519,30.319,Ukraine,0
M. SALGADO,2006,40.521,-2.813,Spain,0
IATSENKO,2006,49.519,30.319,Ukraine,0
C. MARCHENA,2006,40.521,-2.813,Spain,0
SHELAYEV,2006,49.519,30.319,Ukraine,0
REBROV,2006,49.519,30.319,Ukraine,1
PYATOV,2006,49.519,30.319,Ukraine,0
REYES,2006,40.521,-2.813,Spain,0
CHYGRYNSKYY,2006,49.519,30.319,Ukraine,0
A. LOPEZ,2006,40.521,-2.813,Spain,0
MILEVSKYI,2006,49.519,30.319,Ukraine,0
A. INIESTA,2006 2014,40.521,-2.813,Spain,0
VOROBYEY,2006,49.519,30.319,Ukraine,0
NAZARENKO,2006,49.519,30.319,Ukraine,0
CESC,2006,40.521,-2.813,Spain,0
KALINICHENKO,2006,49.519,30.319,Ukraine,1
BELIK,2006,49.519,30.319,Ukraine,0
SVIDERSKYY,2006,49.519,30.319,Ukraine,0
REINA,2006 2010 2014,40.521,-2.813,Spain,0
SHUST,2006,49.519,30.319,Ukraine,0
BOUMNIJEL ,2006,35.211,9.562,Tunisia,0
HAGGUI,2006,35.211,9.562,Tunisia,0
DOKHI,2006,24.981,44.194,Saudi Arabia,0
JAZIRI ,2006,35.211,9.562,Tunisia,1
TUKER,2006,24.981,44.194,Saudi Arabia,0
TRABELSI ,2006,35.211,9.562,Tunisia,0
ALMONTASHARI,2006,24.981,44.194,Saudi Arabia,0
CHIKHAOUI ,2006,35.211,9.562,Tunisia,0
MNARI ,2006,35.211,9.562,Tunisia,1
CHEDLI ,2006,35.211,9.562,Tunisia,0
KARIRI,2006,24.981,44.194,Saudi Arabia,0
JAIDI ,2006,35.211,9.562,Tunisia,1
AZIZ,2006,24.981,44.194,Saudi Arabia,0
JEMMALI,2006,35.211,9.562,Tunisia,0
N. ALTEMYAT ,2006,24.981,44.194,Saudi Arabia,0
NAMOUCHI,2006,35.211,9.562,Tunisia,0
YASSER,2006,24.981,44.194,Saudi Arabia,1
NEFZI,2006,35.211,9.562,Tunisia,0
KASRAOUI ,2006,35.211,9.562,Tunisia,0
KHOJAH,2006,24.981,44.194,Saudi Arabia,0
ESSEDIRI ,2006,35.211,9.562,Tunisia,0
N. ALQADI,2006,24.981,44.194,Saudi Arabia,0
YAHIA ,2006,35.211,9.562,Tunisia,0
AMEEN,2006,24.981,44.194,Saudi Arabia,0
GUEMAMDIA,2006,35.211,9.562,Tunisia,0
ALJABER ,2006,24.981,44.194,Saudi Arabia,1
NAFTI ,2006,35.211,9.562,Tunisia,0
ALSHALHOUB ,2006,24.981,44.194,Saudi Arabia,0
GHODBANE ,2006,35.211,9.562,Tunisia,0
SAAD,2006,24.981,44.194,Saudi Arabia,0
DOS SANTOS,2006,35.211,9.562,Tunisia,0
ALKHATHRAN,2006,24.981,44.194,Saudi Arabia,0
BEN SAADA,2006,35.211,9.562,Tunisia,0
ALBAHRI,2006,24.981,44.194,Saudi Arabia,0
AYARI,2006,35.211,9.562,Tunisia,0
MASSAD,2006,24.981,44.194,Saudi Arabia,0
SAIDI  ,2006,35.211,9.562,Tunisia,0
MALEK,2006,24.981,44.194,Saudi Arabia,0
MELLITI ,2006,35.211,9.562,Tunisia,0
ALBISHI,2006,24.981,44.194,Saudi Arabia,0
ABOU TARIKA,2006,-11.234,17.481,Angola,1
KHUNE,2010,-29.629,24.258,South Africa,0
O PEREZ,2010,25.388,-103.061,Mexico,0
KHUMALO,2010,-29.629,24.258,South Africa,1
R MARQUEZ,2010,25.388,-103.061,Mexico,1
LETSHOLONYANE,2010,-29.629,24.258,South Africa,0
F RODRIGUEZ,2010,25.388,-103.061,Mexico,0
R OSORIO,2010,25.388,-103.061,Mexico,0
C SALCIDO,2010,25.388,-103.061,Mexico,0
MPHELA,2010,-29.629,24.258,South Africa,1
E JUAREZ,2010,25.388,-103.061,Mexico,0
GAXA,2010,-29.629,24.258,South Africa,0
G DOS SANTOS,2010,25.388,-103.061,Mexico,0
THWALA,2010,-29.629,24.258,South Africa,0
C VELA,2010,25.388,-103.061,Mexico,0
TSHABALALA,2010,-29.629,24.258,South Africa,1
G TORRADO,2010,25.388,-103.061,Mexico,0
DIKGACOI,2010,-29.629,24.258,South Africa,0
P AGUILAR,2010,25.388,-103.061,Mexico,0
MODISE,2010,-29.629,24.258,South Africa,0
G FRANCO,2010,25.388,-103.061,Mexico,0
PARKER,2010,-29.629,24.258,South Africa,0
A GUARDADO,2010,25.388,-103.061,Mexico,0
MORIRI,2010,-29.629,24.258,South Africa,0
L MICHEL,2010,25.388,-103.061,Mexico,0
MASILELA,2010,-29.629,24.258,South Africa,0
J MAGALLON,2010,25.388,-103.061,Mexico,0
JOSEPHS,2010,-29.629,24.258,South Africa,0
P BARRERA,2010,25.388,-103.061,Mexico,0
DAVIDS,2010,-29.629,24.258,South Africa,0
C BLANCO,2010,25.388,-103.061,Mexico,1
H MORENO,2010,25.388,-103.061,Mexico,0
NGCONGCA,2010,-29.629,24.258,South Africa,0
J TORRES,2010,25.388,-103.061,Mexico,0
J HERNANDEZ,2010,25.388,-103.061,Mexico,2
WALTERS,2010,-29.629,24.258,South Africa,0
I CASTRO,2010,25.388,-103.061,Mexico,0
SANGWENI,2010,-29.629,24.258,South Africa,0
G OCHOA,2010,25.388,-103.061,Mexico,0
KHUBONI,2010,-29.629,24.258,South Africa,0
A BAUTISTA,2010,25.388,-103.061,Mexico,0
BOOTH,2010,-29.629,24.258,South Africa,0
A MEDINA,2010,25.388,-103.061,Mexico,0
MUSLERA,2010,-32.402,-56.043,Uruguay,0
LLORIS,2010 2014,47.752,2.358,France,0
GODIN,2010,-32.402,-56.043,Uruguay,0
SAGNA,2010 2014,47.752,2.358,France,0
A.PEREIRA,2010,-32.402,-56.043,Uruguay,1
GOURCUFF,2010,47.752,2.358,France,0
LUGANO,2010,-32.402,-56.043,Uruguay,0
TOULALAN,2010,47.752,2.358,France,0
DIABY,2010,47.752,2.358,France,0
AREVALO RIOS,2010,-32.402,-56.043,Uruguay,0
ANELKA,2010,47.752,2.358,France,0
M.PEREIRA,2010,-32.402,-56.043,Uruguay,1
VICTORINO,2010,-32.402,-56.043,Uruguay,0
SUAREZ,2010,-32.402,-56.043,Uruguay,3
EVRA,2010 2014,47.752,2.358,France,0
FORLAN,2010,-32.402,-56.043,Uruguay,5
I.GONZALEZ,2010,-32.402,-56.043,Uruguay,0
GARGANO,2010,-32.402,-56.043,Uruguay,0
MANDANDA,2010,47.752,2.358,France,0
FUCILE,2010,-32.402,-56.043,Uruguay,0
CASTILLO,2010,-32.402,-56.043,Uruguay,0
CLICHY,2010,47.752,2.358,France,0
LODEIRO,2010,-32.402,-56.043,Uruguay,0
SQUILLACI,2010,47.752,2.358,France,0
A. FERNANDEZ,2010 2014,-32.402,-56.043,Uruguay,0
CARRASSO,2010,47.752,2.358,France,0
S.FERNANDEZ,2010,-32.402,-56.043,Uruguay,0
A. DIARRA,2010,47.752,2.358,France,0
EGUREN,2010,-32.402,-56.043,Uruguay,0
W.S.ABREU.G,2010,-32.402,-56.043,Uruguay,0
REVEILLERE,2010,47.752,2.358,France,0
SCOTTI,2010,-32.402,-56.043,Uruguay,0
VALBUENA,2010 2014,47.752,2.358,France,1
GIGNAC,2010,47.752,2.358,France,0
CAVANI,2010,-32.402,-56.043,Uruguay,1
PLANUS,2010,47.752,2.358,France,0
SUNGRYONG,2010,36.342,128.038,Korea Republic,0
TZORVAS,2010,39.739,21.835,Greece,0
DURI,2010,36.342,128.038,Korea Republic,0
KATSOURANIS,2010 2014,39.739,21.835,Greece,0
VYNTRA,2010 2014,39.739,21.835,Greece,0
SEITARIDIS,2010,39.739,21.835,Greece,0
JUNGWOO,2010,36.342,128.038,Korea Republic,0
KARAGOUNIS,2010 2014,39.739,21.835,Greece,0
YONGHYUNG,2010,36.342,128.038,Korea Republic,0
CHARISTEAS,2010,39.739,21.835,Greece,0
KIHUN,2010,36.342,128.038,Korea Republic,0
TOROSIDIS,2010 2014,39.739,21.835,Greece,1
SUNGYUENG,2010,36.342,128.038,Korea Republic,0
TZIOLIS,2010 2014,39.739,21.835,Greece,0
CHUNGYONG,2010,36.342,128.038,Korea Republic,2
GEKAS,2010 2014,39.739,21.835,Greece,0
JUNGSOO,2010,36.342,128.038,Korea Republic,2
SAMARAS,2010 2014,39.739,21.835,Greece,4
PAPADOPOULOS,2010,39.739,21.835,Greece,0
SOKRATIS,2010 2014,39.739,21.835,Greece,2
HYUNGIL,2010,36.342,128.038,Korea Republic,0
MALEZAS,2010,39.739,21.835,Greece,0
JAESUNG,2010,36.342,128.038,Korea Republic,0
PRITTAS,2010,39.739,21.835,Greece,0
MINSOO,2010,36.342,128.038,Korea Republic,0
NINIS,2010,39.739,21.835,Greece,0
BOKYUNG,2010,36.342,128.038,Korea Republic,0
CHALKIAS,2010,39.739,21.835,Greece,0
SEUNGYEOUL,2010,36.342,128.038,Korea Republic,0
PATSA,2010,39.739,21.835,Greece,0
SPYROPOULOS,2010,39.739,21.835,Greece,0
SALPINGIDIS,2010 2014,39.739,21.835,Greece,1
KAPETANOS,2010,39.739,21.835,Greece,0
DONGGOOK,2010,36.342,128.038,Korea Republic,0
KYRGIAKOS,2010,39.739,21.835,Greece,0
SIFAKIS,2010,39.739,21.835,Greece,0
BEOMSEOK,2010,36.342,128.038,Korea Republic,0
DI MARIA,2010 2014,-33.241,-64.657,Argentina,2
OBASI,2010,8.557,7.831,Nigeria,0
HIGUAIN,2010 2014,-33.241,-64.657,Argentina,6
TAIWO,2010,8.557,7.831,Nigeria,0
OBINNA,2010,8.557,7.831,Nigeria,0
ODIAH,2010,8.557,7.831,Nigeria,0
YAKUBU,2010,8.557,7.831,Nigeria,9
JONAS,2010,-33.241,-64.657,Argentina,0
KAITA,2010,8.557,7.831,Nigeria,0
SHITTU,2010,8.557,7.831,Nigeria,0
HARUNA,2010,8.557,7.831,Nigeria,0
DEMICHELIS,2010 2014,-33.241,-64.657,Argentina,1
ETUHU,2010,8.557,7.831,Nigeria,0
GARCE,2010,-33.241,-64.657,Argentina,0
IDEYE,2010,8.557,7.831,Nigeria,0
C. RODRIGUEZ,2010 2014,-33.241,-64.657,Argentina,0
AYILA,2010,8.557,7.831,Nigeria,0
KUN AGUERO,2010,-33.241,-64.657,Argentina,0
AIYENUGBA,2010,8.557,7.831,Nigeria,0
D. MILITO,2010,-33.241,-64.657,Argentina,0
ECHIEJILE,2010,8.557,7.831,Nigeria,0
M. RODRIGUEZ,2010 2014,-33.241,-64.657,Argentina,0
PALERMO,2010,-33.241,-64.657,Argentina,1
ANDUJAR,2010 2014,-33.241,-64.657,Argentina,0
OTAMENDI,2010,-33.241,-64.657,Argentina,0
BOLATTI,2010,-33.241,-64.657,Argentina,0
ADELEYE,2010,8.557,7.831,Nigeria,0
POZO,2010,-33.241,-64.657,Argentina,0
ODEMWINGIE,2010 2014,8.557,7.831,Nigeria,1
PASTORE,2010,-33.241,-64.657,Argentina,0
MARTINS,2010,8.557,7.831,Nigeria,0
GREEN,2010 2014,52.449,-1.033,England,2
MILNER,2010 2014,52.449,-1.033,England,0
CLARK,2010,41.401,-97.781,USA,0
JOHNSON,2010 2014,52.449,-1.033,England,0
DEMERIT,2010,41.401,-97.781,USA,0
BRADLEY,2010 2014,41.401,-97.781,USA,1
KING,2010,52.449,-1.033,England,0
ALTIDORE,2010 2014,41.401,-97.781,USA,0
FINDLEY,2010,41.401,-97.781,USA,0
HART,2010 2014,52.449,-1.033,England,0
GOODSON,2010,41.401,-97.781,USA,0
DEFOE,2010,52.449,-1.033,England,1
BORNSTEIN,2010,41.401,-97.781,USA,0
UPSON,2010,52.449,-1.033,England,1
GUZAN,2010 2014,41.401,-97.781,USA,0
HOLDEN,2010,41.401,-97.781,USA,0
TORRES,2010 2014,41.401,-97.781,USA,1
DAWSON,2010,52.449,-1.033,England,0
FEILHABER,2010,41.401,-97.781,USA,0
SPECTOR,2010,41.401,-97.781,USA,0
WRIGHT-PHILLIPS,2010,52.449,-1.033,England,0
WARNOCK,2010,52.449,-1.033,England,0
BUDDLE,2010,41.401,-97.781,USA,0
CHAOUCHI,2010,29.409,2.493,Algeria,0
HANDANOVI? S.,2010,46.16,14.832,Slovenia,0
BOUGHERRA,2010,29.409,2.493,Algeria,0
BRE?KO,2010,46.16,14.832,Slovenia,0
BELHADJ,2010,29.409,2.493,Algeria,0
�ULER,2010,46.16,14.832,Slovenia,0
YAHIA,2010,29.409,2.493,Algeria,0
HALLICHE,2010 2014,29.409,2.493,Algeria,1
KOREN,2010,46.16,14.832,Slovenia,1
LACEN,2010 2014,29.409,2.493,Algeria,0
BIRSA,2010,46.16,14.832,Slovenia,1
DJEBBOUR,2010,29.409,2.493,Algeria,0
NOVAKOVI?,2010,46.16,14.832,Slovenia,0
MATMOUR,2010,29.409,2.493,Algeria,0
JOKI?,2010,46.16,14.832,Slovenia,0
ZIANI,2010,29.409,2.493,Algeria,0
DEDI?,2010,46.16,14.832,Slovenia,0
YEBDA,2010 2014,29.409,2.493,Algeria,0
KIRM,2010,46.16,14.832,Slovenia,0
KADIR,2010,29.409,2.493,Algeria,0
RADOSAVLJEVI?,2010,46.16,14.832,Slovenia,0
GAOUAOUI,2010,29.409,2.493,Algeria,0
HANDANOVI? J.,2010,46.16,14.832,Slovenia,0
MBOLHI,2010,29.409,2.493,Algeria,0
�ELIGA,2010,46.16,14.832,Slovenia,0
MANSOURI,2010,29.409,2.493,Algeria,0
D�INI?,2010,46.16,14.832,Slovenia,0
BOUDEBOUZ,2010,29.409,2.493,Algeria,0
ILI?,2010,46.16,14.832,Slovenia,0
GHEZZAL,2010,29.409,2.493,Algeria,0
PE?NIK,2010,46.16,14.832,Slovenia,0
SAIFI,2010,29.409,2.493,Algeria,0
LJUBIJANKI?,2010,46.16,14.832,Slovenia,1
BELLAID,2010,29.409,2.493,Algeria,0
KRHIN,2010,46.16,14.832,Slovenia,0
LAIFAOUI,2010,29.409,2.493,Algeria,0
FILEKOVI?,2010,46.16,14.832,Slovenia,0
GUEDIOURA,2010,29.409,2.493,Algeria,0
KOMAC,2010,46.16,14.832,Slovenia,0
MEDJANI,2010 2014,29.409,2.493,Algeria,0
STEVANOVI?,2010,46.16,14.832,Slovenia,0
MESBAH,2010 2014,29.409,2.493,Algeria,0
MAVRI?,2010,46.16,14.832,Slovenia,0
ABDOUN,2010,29.409,2.493,Algeria,0
MATAV�,2010,46.16,14.832,Slovenia,0
STOJKOVI?,2010,44.454,20.722,Serbia,0
KINGSON,2010,7.333,-1.105,Ghana,0
KOLAROV,2010,44.454,20.722,Serbia,0
VIDI?,2010,44.454,20.722,Serbia,0
A. GYAN,2010 2014,7.333,-1.105,Ghana,16
IVANOVI?,2010,44.454,20.722,Serbia,0
PANTSIL,2010,7.333,-1.105,Ghana,0
PANTELI?,2010,44.454,20.722,Serbia,1
STANKOVI?,2010,44.454,20.722,Serbia,0
ANNAN,2010,7.333,-1.105,Ghana,0
MILIJA�,2010,44.454,20.722,Serbia,0
TAGOE,2010,7.333,-1.105,Ghana,0
LUKOVI?,2010,44.454,20.722,Serbia,0
A. AYEW,2010 2014,7.333,-1.105,Ghana,2
JOVANOVI?,2010,44.454,20.722,Serbia,1
VORSAH,2010,7.333,-1.105,Ghana,0
�IGI?,2010,44.454,20.722,Serbia,0
K.ASAMOAH,2010,7.333,-1.105,Ghana,0
KRASI?,2010,44.454,20.722,Serbia,0
PRINCE,2010 2014,7.333,-1.105,Ghana,1
ISAILOVI?,2010,44.454,20.722,Serbia,0
AGYEI,2010,7.333,-1.105,Ghana,0
?URI?I?,2010,44.454,20.722,Serbia,0
AHORLU,2010,7.333,-1.105,Ghana,0
RUKAVINA,2010,44.454,20.722,Serbia,0
INKOOM,2010 2014,7.333,-1.105,Ghana,0
KA?AR,2010,44.454,20.722,Serbia,0
JONATHAN,2010 2014,7.333,-1.105,Ghana,0
TO�I?,2010,44.454,20.722,Serbia,0
D. BOATENG,2010,7.333,-1.105,Ghana,0
LAZOVI?,2010,44.454,20.722,Serbia,0
OBRADOVI?,2010,44.454,20.722,Serbia,0
NINKOVI?,2010,44.454,20.722,Serbia,0
PETROVI?,2010,44.454,20.722,Serbia,0
I. AYEW,2010,7.333,-1.105,Ghana,0
SUBOTI?,2010,44.454,20.722,Serbia,0
ADIYIAH,2010,7.333,-1.105,Ghana,0
MRDJA,2010,44.454,20.722,Serbia,0
ADDY,2010,7.333,-1.105,Ghana,0
KUZMANOVI?,2010,44.454,20.722,Serbia,0
OWUSU ABEYIE,2010,7.333,-1.105,Ghana,0
NEUER,2010 2014,51.438,10.558,Germany,0
KHEDIRA,2010 2014,51.438,10.558,Germany,3
�ZIL,2010 2014,51.438,10.558,Germany,3
BADSTUBER,2010,51.438,10.558,Germany,0
VALERI,2010,-29.802,143.717,Australia,0
WIESE,2010,51.438,10.558,Germany,0
FEDERICI,2010,-29.802,143.717,Australia,0
GALEKOVIC,2010 2014,-29.802,143.717,Australia,0
AOGO,2010,51.438,10.558,Germany,0
TASCI,2010,51.438,10.558,Germany,0
KIE�LING,2010,51.438,10.558,Germany,0
HOLMAN,2010,-29.802,143.717,Australia,2
TROCHOWSKI,2010,51.438,10.558,Germany,0
JEDINAK,2010 2014,-29.802,143.717,Australia,4
KROOS,2010 2014,51.438,10.558,Germany,4
RUKAVYTSYA,2010,-29.802,143.717,Australia,0
CACAU,2010,51.438,10.558,Germany,1
BOATENG,2010 2014,51.438,10.558,Germany,0
CARNEY,2010,-29.802,143.717,Australia,0
VIDOSIC,2010 2014,-29.802,143.717,Australia,0
S�RENSEN,2010,56.214,9.335,Denmark,0
